key,position,pi,pi_low,pi_up,xsi,xsi_low,xsi_up,pi2,pi2_low,pi2_up,fwh,fwh_low,fwh_up,thw,thw_low,thw_up,TD,TD_low,TD_up,sites
u.67001-68001,-68001,0.0076903864493,0.0074918700413,0.00787603121999,0.743374092986,0.734905127227,0.749728314079,0.286568573552,0.277253267354,0.296601425051,0.00759791985393,0.00728463126632,0.00791499347711,0.00773894137709,0.00757282240048,0.00788331307232,0.0364777834008,-0.0141144823124,0.100407329572,1075552
u.72001-73001,-73001,0.00771277146754,0.00758477785067,0.00789188923449,0.747776857222,0.740040778909,0.753848546931,0.283890071508,0.274733733617,0.293233719579,0.00749118101983,0.00721752321593,0.00777968410495,0.00783059387576,0.00772419354797,0.00796249386009,-0.000899792325334,-0.0441311121287,0.0512593901211,978049
d.39001-40001,39001,0.00776768813041,0.00763639620631,0.00793357557187,0.746914404272,0.740532045714,0.75178641416,0.287608407562,0.281523054275,0.294013020177,0.00764170065544,0.00743268375686,0.0078467038587,0.00784938827826,0.00774544181137,0.0079774638378,0.0188624264833,-0.0146903689339,0.0618057263666,1817641
d.4001-5001,4001,0.00751123602826,0.00743590350482,0.00758680797589,0.751694182651,0.749657117944,0.754292007015,0.287869847153,0.285380221069,0.290211802936,0.00751688592047,0.00744133469201,0.00761540391336,0.00765380764562,0.00759947338224,0.00772477303497,-0.0161595296712,-0.0358515317396,0.0014801451053,9790592
d.1-1001,1,0.00748650454799,0.00745273326315,0.00753405499285,0.750030232574,0.748375609589,0.751439209476,0.288016900778,0.28607775134,0.289428650055,0.00745272658081,0.00739058667974,0.00751967396008,0.0076239889717,0.00759714436246,0.00765679312254,-0.0136267526689,-0.0242141272723,-0.00339063296455,26801027
u.74001-75001,-75001,0.00777661277821,0.00755737625519,0.00802966197418,0.751154046256,0.744814129261,0.761400770798,0.280753027129,0.269363472255,0.288796131633,0.00762876315197,0.00733504782921,0.00796252564476,0.0078568410925,0.00769077928675,0.00803066239627,0.0197018961616,-0.0359829017003,0.0688851929391,936727
u.15001-16001,-16001,0.00766154892188,0.0075613178676,0.00777278166552,0.750570236084,0.746970674126,0.754002835696,0.287240183562,0.283107465515,0.292915305393,0.00765895823872,0.00752698278863,0.00781118914147,0.00778775697288,0.0076953752214,0.00786762581733,-0.00584073914449,-0.0362493550216,0.0179636029191,3981880
u.5001-6001,-6001,0.00764462914911,0.0075552883115,0.00771875012781,0.747571233289,0.744532158469,0.749500365308,0.290330593057,0.287155946998,0.293041880678,0.00756023170163,0.00745550831243,0.00764165208081,0.00773064445196,0.007662763225,0.00779080459941,0.0158032980094,0.00230146805204,0.0377824260148,7902459
d.47001-48001,47001,0.00769217025187,0.00757176668099,0.0078563443209,0.75125777874,0.745009995461,0.756132501128,0.285087452852,0.276377662725,0.291246684111,0.0077088555211,0.00751255675207,0.00789920700553,0.00778940734438,0.00770830082494,0.00793831237086,0.0100217485041,-0.0268950537777,0.0566574674222,1531764
d.59001-60001,59001,0.00770040266604,0.00746592796334,0.00789492759913,0.752547340995,0.746265150751,0.758755462965,0.29189527697,0.282811383559,0.299872579635,0.00782487003044,0.00761990568444,0.00812425157037,0.00783681338637,0.00766819295319,0.0079984421393,-0.0109554417043,-0.0581422918332,0.0457758248188,1211478
u.90001-91001,-91001,0.00755513580081,0.00729342849425,0.00781760707235,0.755414501065,0.746804522956,0.765469686623,0.278562773359,0.267526372366,0.290063592265,0.00757701309063,0.00718911908674,0.00791190802612,0.00776294583501,0.00749328155318,0.00796660791987,-0.0508483332075,-0.13040910923,0.0255460864634,737607
d.53001-54001,53001,0.0076241512558,0.00743805356372,0.00781160200151,0.750739414612,0.743346455864,0.757434388521,0.290707353578,0.285405071744,0.299263580729,0.00767606087822,0.0074593370467,0.00795447332059,0.00776094817972,0.00761213334724,0.00787146942667,-0.0118925530357,-0.051715505618,0.0363822827497,1359245
u.81001-82001,-82001,0.00771391874578,0.00747899953655,0.00788672293432,0.750799315362,0.74316092158,0.760654479607,0.288897652677,0.280158042857,0.297097385324,0.00772564550842,0.00739547093942,0.00809824993895,0.00787217156178,0.00765202631846,0.00805801754848,-0.022443919185,-0.0810313843986,0.0282345022844,833900
d.70001-71001,70001,0.00779134847171,0.00762520956259,0.00809010573104,0.748778117608,0.741766252908,0.756050172159,0.285515473434,0.276268620221,0.294436504365,0.00770941298915,0.00739713855799,0.00803801778864,0.00788848059006,0.0077342390028,0.00809480111137,0.0107461541498,-0.0480648757625,0.0690642280924,958649
u.1-1001,-1001,0.00752187874123,0.00747345241129,0.0075778930832,0.749308675523,0.748008008502,0.751387351309,0.289776560937,0.287771317156,0.291801745447,0.00748269524214,0.0074097046869,0.00755901841075,0.00763665177976,0.00759839176959,0.00768603449034,-0.000826634442984,-0.0135776849206,0.0106325064615,17406629
u.80001-81001,-81001,0.00782243015599,0.00762130313775,0.00803814184519,0.751744872669,0.743547587165,0.760633883352,0.288789765858,0.281197431913,0.297176380489,0.00786432334037,0.00753616952416,0.00820890696187,0.00798817596129,0.0077861880594,0.00819157954545,-0.0251967615777,-0.0767376928091,0.026429863647,841991
d.97001-98001,97001,0.00790881116842,0.00761612943972,0.00820208765203,0.75108068133,0.741929393567,0.76118485939,0.29249340669,0.277243763914,0.304238440299,0.00792911802963,0.00759508574125,0.00824433978941,0.00797003718777,0.00778779283578,0.00825316642461,0.0304770737025,-0.0476107678539,0.0932638743375,591970
u.18001-19001,-19001,0.00769148308824,0.00755567859498,0.00780706006623,0.751066054115,0.746767080618,0.754865108747,0.287017954999,0.283341492917,0.291217926968,0.00770742473674,0.00753750684179,0.00785154346896,0.00780495167025,0.00771282980255,0.00790691846564,0.00126646908312,-0.0286002083132,0.0365771666271,3486399
d.7001-8001,7001,0.00755675831827,0.00747068593471,0.00761606836923,0.748407026608,0.745617858752,0.751154523245,0.286151081909,0.282801003906,0.289846019911,0.00747067659189,0.00736173579867,0.0075572597855,0.00765876353903,0.0076050229874,0.00770548194229,0.00646193901203,-0.0121238201599,0.0236634968048,7229360
u.62001-63001,-63001,0.00780997205471,0.00763479051569,0.00798368685851,0.750967115685,0.744898109864,0.75745121091,0.291326844265,0.282617229228,0.301052237249,0.00791533123775,0.00765229681591,0.00822081061155,0.00787391904379,0.00773457692839,0.00801969206963,0.0286070810233,-0.0186837718197,0.0600065570327,1176227
d.92001-93001,92001,0.00762736218804,0.00741777953801,0.00795108852418,0.754054889922,0.748291664667,0.763683010262,0.284340108973,0.27459147196,0.298260789334,0.00759431776462,0.00722656750268,0.00798351082831,0.00780062257538,0.0076644834762,0.00804280458778,-0.0314258959439,-0.0981378836057,0.0492022319664,644109
